Artist,Title,Album,Date,Lyric,Year,Unnamed: 0
Drake,Know Yourself,If You?e Reading This It? Too Late,2/13/2015,part    hol' it yute hol' it hol' it hol' it hol' it hol' it no sleepin' in the streets shaky warrior yeah this that oliver 40 niko shit man 5 fort york shit y'know boida what's poppin' yeah yeah   runnin' through the 6 with my woes countin' money you know how it goes pray the real live forever man pray the fakes get exposed i want that ferrari then i swerve i want that bugatti just to hurt i ain't rockin' my jewelry that's on purpose niggas want my spot and don't deserve it i don't like how serious they take themselves i've always been me i guess i know myself shakiness man i don't have no time for that my city too turned up i'll take the fine for that this been where you find me at that's been where you find me at i know a nigga named johnny bling he put me on to the finer things had a job sellin' girbaud jeans i had a yellow technomarine then kanye dropped it was polos and backpacks man that was when ethan was pushin' a subaru hatchback man i'm talkin' way before hashtags i was runnin' through the 6 with my woes yeah  part   beat switch   i was runnin' through the 6 with my woes you know how that shit go you know how that shit go you know how that shit go runnin' through the 6 with my woes you know how that shit go you know how that shit go you know how that shit go don't fuck with them niggas they too irrational woah   this is that nasty flow top boy in this shit i'm so international reps up is in here got p reign and chubby and tj and winnie and woah yeah and you know how that shit go i might declare it a holiday as soon as baka get back on the road yeah but you know how that shit go they so irrational they don't wanna patch it up they wanna mash it up woah my nigga jibba he whip it i ride in the passenger i'm way up i stay up i'm two up i'm three up i had to get back to you woah i'm turnin' into a nigga that thinks about money and women like 47 that's where my life took me that's just how shit happened to go and you know runnin' through the 6 with my with my   i was running through the 6 with my woes and you know how that shit go you know how that shit go you know how that shit go runnin' through the 6 with my woes you know how that shit go you know how that shit go you know how that shit go runnin' through the 6 with my woes you know how that shit go   popcaan  drake shell out all if yuh eye nuh big always haffi look out yuh no know if yuh head book out dun know a de unruly boss dis man no bomboclat otha and if a boy nuh like ovo or chromatic yuh can jus suck yuh mada with no apology if you nuh like we we nuh like you neither youth your girl a say we cute if you diss you will get execute that's the truth ovo unruly machine gun shots with my woes,2015,5
Drake,Back to Back,,7/29/2015,oh man oh man oh man not again   yeah i learned the game from william wesley you can never check me back to back for the niggas that didn't get the message back to back like i'm on the cover of lethal weapon back to back like i'm jordan '96 '97 woahvery important and very pretentious when i look back i might be mad that i gave this attention yeah but it's weighin' heavy on my conscience yeah and fuck you left the boy no options i wanna see my niggas go insane you gon' make me step out of my fuckin' frame you gon' make me buy bottles for charlamagne you gon' make me go out of my fuckin' way i waited four days nigga where y'all at i drove here in the wraith playin' arab i'm not sure what it was that really made y'all mad but i guess this is what i gotta do to make y'all rap i mean woah can't fool the city man they know what's up second floor at tootsies gettin' shoulder rubs this for y'all that think that i don't write enough they just mad 'cause i got the midas touch you love her then you gotta give the world to her is that a world tour or your girl's tour i know that you gotta be a thug for her this ain't what she meant when she told you to open up more yeah trigger fingers turn to twitter fingers yeah you gettin' bodied by a singin' nigga i'm not the type of nigga that'll type to niggas and shoutout to all my boss bitches wifin' niggas make sure you hit him with the prenup then tell that man to ease up i did another one i did another one you still ain't did shit about the other one   i got the drink in me going back to back yeah going back to back i got the drink in me going back to back yeah i'm going back to back   i don't wanna hear about this ever again not even when she tell him that they better as friends not even when you saying drizzy tell 'em again i been puttin' on a show it was a sellout event oh you need better seatin' i didn't wanna do it gave me every reason the point i'm tryin' to make is i don't ever need 'em seen what you'd do for fame what would you do for freedom please check 'em for a wire or a earpiece please please do not let these niggas near me please think before you come for the great one please who's a real nigga and who ain't one please somebody stop me i'm talkin' boasy and gwanin wassy i got the fest in five days and it's my shit soon as a nigga hit the stage they gon'   they gon' ask if i can play this shit back to back yeah they want it back to back they gon' ask if i can play this shit back to back i took a break from views now it's back to that nigga six,2015,6
Drake,All Me,Nothing Was the Same,9/24/2013,produced by key wane   aziz ansari i'm really stepping up my game these bitches gotta start paying me for this can't get no more free randy   drake got everything i got everything i cannot complain i cannot i don't even know how much i really made i forgot it's a lot fuck that never mind what i got nigga don't watch that 'cause i came up that's all me stay true that's all me yeah no help that's all me all me for real came up that's all me stay true that's all me  chainz no help that's all me all me for real    chainz money on my mind you should think the same j's on pinky ring dogging these hoes i need quarantine in the same league but we don't ball the same ah she want all the fame i hear that shit all the time she said she love me i said baby girl fall in line okay made a million off a dinner fork watch me switch it up walked in ill nigga alert ill nigga alert you need that work i got that work got bitches in my condo just bought a shirt that cost a mercedesbenz car note from the a to toronto we let the metal go off and my dick so hard it make the metal detector go off this that sauce this that dressing givenchy nigga god bless you if having a bad bitch was a crime i'd be arrested tru   drake got everything i got everything i cannot complain i cannot i don't even know how much i really made i forgot it's a lot fuck that never mind what i got nigga don't watch that 'cause i came up that's all me stay true that's all me no help that's all me all me for real came up that's all me stay true that's all me no help that's all me all me for real   drake i touched down in '86 knew i was the man by the age of 6 i even fucked the girl that used to babysit but that was years later on some crazy shit i heard your new shit nigga hated it damon wayans homie don't play that shit i get paid a lot you get paid a bit and my latest shit is like a greatest hits god damn ain't no wishing over on this side y'all don't fuck with us then we don't fuck with y'all it's no different over on this side god damn should i listen to everybody or myself 'cause myself just told myself you're the motherfucking man you don't need no help cashing checks and im bigging up my chest y'all keep talking bout who next but im about as big as it gets i swear y'all just wasting y'all breath im the light skinned keith sweat i'ma make it last forever its not your turn 'cause i ain't done yet look just understand that i'm on a roll like cottonelle i was made for all of this shit and im on the road box office sales im getting paid for all of this shit ask you to please excuse my table manners i was making room for the table dancers 'cause if we judging off your advances then i just got paid like eight advances god damn   drake got everything i got everything i cannot complain i cannot i don't even know how much i really made i forgot it's a lot fuck that never mind what i got nigga don't watch that 'cause i came up that's all me stay true that's all me no help that's all me all me for real came up that's all me stay true that's all me   big sean ho shut the fuck up i got way too much on my mental i learn from what i've been through i'm finna do what i didn't do and still waking up like the rent's due not complicated it's simple i got sexy ladies a whole benzfull and to them hoes i'm everythingeverything but gentle but i still take my time time man i guess i'm just old fashioned wearing retro sh that's old fashion nigga see what i'm saying no closed caption i paint pics see the shit good sex need to hit keep a broad on the floor year 'round like season tickets i plead the fifth drink a fifth load the nine leave you split in the half smoke a half need a zip my new girl is on glee and shit probably making more money than me and shit i swear to god i got 99 problems but a bitch ain't one i got 99 problems getting rich ain't one like i got trust issues i'm sorry for the people i've pushed out i'm the type to have a bulletproof condom and still gotta pull out but that's just me and i ain't perfect i ain't a saint but i am worth it if it's one thing i am worth it niggas still hating but it ain't working lil' bitch  4 drake oh me oh me oh my i think i done fucked too many women from the 05 'fore the end of this year i'll do king of diamonds  more times smoking on that kush all in our section like it's legalized girl you can't always have your way sometimes it be like that they don't really fuck with you like that they ain't never did me like that i just took my time you got the shine i let you eat like that i been taught to never loan somebody what you need right back and i need that shit right back no more free randy im blessed than a muhfucka niggas been stressed than a muhfucka niggas getting nervous clutching they chests like a muhfucka damn thats a motherfucker tell the truth i dont listen to you 'cause i dont like being lied to and that ship wont sail and that wind wont guide you daddy was in jail we was talking through the window like a motherfucking drivethru that was back then man now my niggas rich enough to do whatever i do,2013,7
Drake,Fake Love,More Life,10/23/2016,i've been down so long it look like up to me they look up to me i got fake people showin' fake love to me straight up to my face straight up to my face i've been down so long it look like up to me they look up to me i got fake people showin' fake love to me straight up to my face straight up to my face   somethin' ain't right when we talkin' somethin' ain't right when we talkin' look like you hidin' your problems really you never was solid no you can't son me you won't never get to run me just when shit look out of reach i reach back like one three like one three yeah  pre that's when they smile in my face whole time they wanna take my place whole time they wanna take my place whole time they wanna take my place yeah i know they wanna take my place i can tell that love is fake i don't trust a word you say how you wanna clique up after your mistakes look you in the face and it's just not the same   i've been down so long it look like up to me they look up to me i got fake people showin' fake love to me straight up to my face straight up to my face i've been down so long it look like up to me they look up to me i got fake people showin' fake love to me straight up to my face straight up to my face   yeah straight up to my face tryna play it safe vibe switch like night and day i can see it like right away i came up you changed up i caught that whole play since things never been the same  pre that's when they smile in my face whole time they wanna take my place whole time they wanna take my place whole time they wanna take my place yeah i know they wanna take my place i can tell that love is fake i can tell that love is fake i don't trust a word you say i don't trust a word how you wanna clique up after your mistakes that's just what i heard look you in the face and it's just not the same   i've been down so long it look like up to me they look up to me i got fake people showin' fake love to me straight up to my face straight up to my face i've been down so long it look like up to me they look up to me i got fake people showin' fake love to me straight up to my face straight up to my face   skrrt and more chune for your headtop so watch how you speak on my name you know,2016,8
Drake,From Time,Nothing Was the Same,9/24/2013,jhen??iko what's up been a minute since we kicked it you've been caught up with them bitches i don't get it you're a star love you shouldn't have to deal with that i'd never make you feel like that 'cause   jhen??iko i love me i love me enough for the both of us that's why you trust me i know you been through more than most of us so what are you what are you what are you so afraid of darling you you give but you cannot take love   drake yeah i needed to hear that shit i hate when you're submissive passive aggressive when we're texting i feel the distance i look around the peers that surround me these niggas tripping i like when money makes a difference but don't make you different started realizing a couple places i could take it i want to get back to when i was that kid in the basement i want to take it deeper than money pussy vacation and influence a generation that's lacking in patience i've been dealing with my dad speaking of lack of patience just me and my old man getting back to basics we've been talking 'bout the future and time that we wasted when he put that bottle down girl that nigga's amazing well fuck it we had a couple coronas we might have rolled a white paper just something to hold us we even talked about you and our couple of moments he said we should hash it out like a couple of grown ups you a flower child beautiful child i'm in your zone looking like you came from the 70's on your own my mother is 66 and her favorite line to hit me with is who the fuck wants to be 70 and alone you don't even know what you want from love anymore i search for something i'm missing and disappear when i'm bored but girl what qualities was i looking for before who you settling for who better for you than the boy huh   jhen??iko i love me i love me enough for the both of us that's why you trust me i know you been through more than most of us so what are you what are you what are you so afraid of darling you you give but you cannot take love   drake uh thinking 'bout texas back when porscha used to work at treasures or further back than that before i had the houston leverage when i got summer a michael kors with my momma's debit a weak attempt at flexing i'll never forget it 'cause that night i played her three songs then we got to talking 'bout something we disagreed on then she start telling me how i'll never be as big as trey songz boy was she wrong that was just negative energy for me to feed off now it's therapeutic blowing money in the galleria or beverly center macy's where i discovered bria landmarks of the muses that inspired the music when i could tell it was sincere without tryna prove it the one that i needed was courtney from hooters on peachtree i've always been feeling like she was the piece to complete me now she engaged to be married what's the rush on commitment know we were going through some shit name a couple that isn't remember our talk in the parking lot at the ritz girl i felt like we had it all planned out i guess i fucked up the vision learning the true consequences of my selfish decisions when you find out how i'm living i just hope i'm forgiven it seem like you don't want this love anymore i'm acting out in the open it's hard for you to ignore but girl what qualities was i looking for before who you settling for who better for you than the boy huh   jhen??iko i love me i love me enough for the both of us that's why you trust me i know you been through more than most of us so what are you what are you what are you so afraid of darling you you give but you cannot take love   baka been baka aka not nice from time g been a east side ting scarborough ting from time g been have up di ting dem from time g so i don't know what's wrong with these little wasteman out here eh y'all need to know yourself,2013,9
Drake,0 to 100 / The Catch Up,NBA 2K16 Soundtrack,6/1/2014,produced by boida frank dukes noah 40 shebib  nineteen85  part i 0 to 00   fuck bein' on some chill shit we go 0 to 00 nigga real quick they be on that raptopaythebills shit and i don't feel that shit not even a little bit oh lord know yourself know your worth nigga my actions been louder than my words nigga how you so high but still so down to earth nigga if niggas wanna do it we can do it on they turf nigga oh lord i'm the rookie and the vet shoutout to the bitches out here holdin' down the set all up in my phone lookin' at pictures from the other night she gon' be upset if she keep scrollin' to the left dawg she gon' see some shit that she don't wanna see she ain't ready for it if i ain't the greatest then i'm headed for it that mean i'm way up way up yeah the 6 ain't friendly but that's where i lay up this shit a mothafuckin' layup i been steph curry with the shot been cookin' with the sauce chef curry with the pot boy 60 with the wrist boy ayy who the fuck them niggas is boy ovo man we really with the shits boy yeah really with the shits i should prolly sign to hitboy 'cause i got all the hits boy fuck all that drake you gotta chill shit i be on my lil mouse drill shit fuck all that raptopayyourbills shit yeah i'm on some raptorspaymybills shit all up on tv i thought it'd make me richer wasn't payin' me enough i needed somethin' quicker so now i'm all in niko basement puttin' work in on the phones either that or drive to money mart to make the pickups man it's 008 i'm tryna paint the picture comeback season in the works and now i'm thinkin' bigger i got 40 in the studio every night late night gotta watch that shit don't want to make him sicker that's my nigga oh lord got a whole lot to show for it i mean we can really get it we can go for it i'm just here for the bucks and the billis nigga don't make me kill one of the goats for it i run this shit they like go forrest run forrest run forrest go forrest yeah i mean you already wrote for us damn nigga what's one more quote for us oh lord who else soundin' like this they ain't make me what i am they just found me like this i was ready fuck that i've been ready since my dad used to tell me he was comin' to the house to get me he ain't show up valuable lesson man i had to grow up that's why i never ask for help i'll do it for you niggas and do it for myself   i go 0 to 00 nigga real quick real quick whole squad on that real shit 0 to 00 nigga real quick real quick real fuckin' quick nigga 0 to 00 nigga real quick real quick whole squad on that real shit 0 to 00 nigga real quick real quick real fuckin' quick nigga  part ii the catch up   whole squad on that real shit whole squad on that real shit whole squad on that real shit yeah   the other night lavish lee told me that i'm all these people listen to she said they love me unconditional imagine how it feel to watch another nigga at the top you know that if you wasn't you you would be dissin' you dawg damn okay from that perspective i see what you're talkin' 'bout no way to soften that 'cause me i was tryna find out where i lost 'em at but maybe i ain't lose 'em at all maybe i keep movin' forward and they're just stagnant they ain't movin' at all but when they need a favor who do they call maybe i'm searchin' for the problems askin' what was said and who was involved too focused on people's feedback and provin' 'em wrong they say the shoe can always fit no matter whose foot it's on these days feel like i'm squeezin' in 'em whoever wore 'em before just wasn't thinkin' big enough i'm 'bout to leave 'em with 'em 'cause if i run in the game in these man the seams are splittin' no pun intended but they're smellin' defeat in the air headed where nobody took it who meetin' me there they tell him that he's talkin' crazy but he doesn't care bein' humble don't work as well as bein' aware listen up boy you're better off eavesdroppin' we already got spring 05 poppin' pnd droppin' repsup p droppin' majid jordan droppin' ob droppin' not to mention me droppin' feel like we paid the refs off man we fixed the game me and noel been at it before twitter names yeah been on the move like the lease is up and i can't even name one person that's keepin' up damn fuck how it was in the past tense ask yourself how do we match up now 'cause i'm only 7 and i'm only gettin' better if i haven't passed you yet watch me catch up now for real   james blake could it be the way that i'll catch up could it be the way that i'll catch up could it be the way that i'll catch up could it be the way that i'll catch up could it be the way that i'll catch up could it be the way that i'll catch up could it be the way that i'll catch up could it be the way that i'll catch up could it be the way that i'll catch up,2014,10
Rihanna,Work,ANTI,1/27/2016,rihanna work work work work work work he said me haffi work work work work work work he see me do mi dirt dirt dirt dirt dirt dirt so me put in work work work work work work when you ah guh learn learn learn learn learn meh nuh cyar if him hurt hurt hurt hurt hurting   rihanna dry me a desert him nuh time to have you lurking him ah go act like he nuh like it you know i dealt with you the nicest nuh body touch me you nuh righteous nuh badda text me in a crisis i believed all of your dreams adoration you took my heart and my keys and my patience you took my heart on my sleeve for decoration you mistaken my love i brought for you for foundation all that i wanted from you was to give me something that i never had something that you've never seen something that you've never been mmmmm but i wake up and act like nothing's wrong just get ready fi   rihanna work work work work work work he said me haffi work work work work work work he see me do mi dirt dirt dirt dirt dirt dirt so me put in work work work work work work ner ner ner ner ner ner when yuh ago learn learn learn learn learn learn before the tables turn turn turn turn turn turn   rihanna beg you something please baby don't you leave dont leave me stuck here in the streets uh huh if i get another chance to i will never no never neglect you i mean who am i to hold your past against you i just hope that it gets to you i hope that you see this through i hope that you see this true what can i say please recognize i'm tryin' babe i have to   rihanna work work work work work work he said me haffi work work work work work work he see me do mi dirt dirt dirt dirt dirt dirt so me put in work work work work work work when you ah guh learn learn learn learn learn meh nuh cyar if him hurt hurt hurt hurt hurting   drake with rihanna yeah okay you need to get done done done done at work come over we just need to slow the motion don't give that away to no one long distance i need you when i see potential i just gotta see it through if you had a twin i would still choose you i don't wanna rush into it if it's too soon but i know you need to get done done done done if you come over sorry if i'm way less friendly i got niggas tryna end me oh i spilled all my emotions tonight im sorry rollin' rollin' rollin' rollin' rollin' how many more shots until you're rollin' we just need a face to face you could pick the time and the place you spent some time away now you need to forward and give me all the   rihanna  drake work work work work work work he said me haffi work work work work work work he se me do mi dirt dirt dirt dirt dirt dirt so me put in work work work work work work when you ah guh learn learn learn learn learn meh nuh cyar if him hurt hurt hurt hurt hurting   rihanna mmmmm mmmmm mmmmm mmmmm work work work work work work mmmmm mmmmm  click here to learn more about the making of work  produced by boida,2016,0
Rihanna,Love on the Brain,ANTI,1/28/2016,and you got me like oh what you want from me what you want from me and i tried to buy your pretty heart but the price too high baby you got me like oh you love when i fall apart fall apart so you can put me together and throw me against the wall  pre baby you got me like iiiiiiiiihiii woo iiiiiiiiihiii don't you stop loving me loving me don't quit loving me loving me just start loving me loving me owwwwww   and babe im fistfighting with fire just to get close to you can we burn something babe and i run for miles just to get a taste must be love on the brain thats got me feeling this way it beats me black and blue but it fucks me so good and i cant get enough must be love on the brain yeah and it keeps cursing my name no matter what i do im no good without you and i cant get enough must be love on the brain   baby keep loving me just love me yeah just love me all you need to do is love me yeah got me like ahhahaowww im tired of being played like a violin what do i gotta do to get in your motherfuckin heart baby like iiiiiiiiihiii woo iiiiiiiiihiii  pre baby you got me like iiiiiiiiihiii woo iiiiiiiiihiii don't you stop loving me loving me don't quit loving me loving me just start loving me loving me ooooooohhh   and babe im fistfighting with fire just to get close to you can we burn something babe and i run for miles just to get a taste must be love on the brain thats got me feeling this way it beats me black and blue but it fucks me so good and i cant get enough must be love on the brain yeah and it keeps cursing my name no matter what i do im no good without you and i cant get enough must be love on the brain  click here to learn more about the making of love on the brain,2016,1
Rihanna,Needed Me,ANTI,1/28/2016,yg mustard on the beat ho   i was good on my own that's the way it was that's the way it was you was good on the low for a faded fuck on some faded love shit what the fuck you complaining for feeling jaded huh used to trip off that shit i was kickin' to you had some fun on the run though i'll give it to you  pre but baby don't get it twisted you was just another nigga on the hit list tryna fix your inner issues with a bad bitch didn't they tell you that i was a savage fuck ya white horse and ya carriage bet you never could imagine never told you you could have it   you needed me ooh you needed me to feel a little more and give a little less know you hate to confess but baby ooh you needed me   you been rollin' around shit i'm rollin' up light and roll it up break it down like a pound shit was never us shit was never us that's the real on the real are you serious how you feel how you feel used to trip off that shit i was kickin' to ya had some fun on the run though i'll give it to ya  pre but baby don't get it twisted you was just another nigga on the hit list tryna fix your inner issues with a bad bitch didn't they tell you that i was a savage fuck ya white horse and ya carriage bet you never could imagine never told you you could have it   you needed me ooh you needed me to feel a little more and give a little less know you hate to confess but baby ooh you needed me,2016,2
Rihanna,Stay,Unapologetic,1/7/2013,rihanna all along it was a fever a cold sweat hotheaded believer i threw my hands in the air said show me something he said if you dare come a little closer  pre rihanna round and around and around and around we go oh now tell me now tell me now tell me now you know   rihanna not really sure how to feel about it something in the way you move makes me feel like i can't live without you and it takes me all the way i want you to stay   mikky ekko it's not much of a life you're living it's not just something you take it's given  pre mikky ekko round and around and around and around we go oh now tell me now tell me now tell me now you know   mikky ekko not really sure how to feel about it something in the way you move makes me feel like i can't live without you and it takes me all the way and i want you to stay   rihanna  mikky ekko ooh the reason i hold on ooh 'cause i need this hole gone funny you're the broken one but i'm the only one who needed saving 'cause when you never see the light it's hard to know which one of us is caving   rihanna  mikky ekko not really sure how to feel about it something in the way you move makes me feel like i can't live without you and it takes me all the way i want you to stay   rihanna  mikky ekko stay i want you to stay ooh,2013,3
Rihanna,Kiss It Better,ANTI,1/28/2016,kiss it kiss it better baby kiss it kiss it better baby   been waitin' on that sunshine boy i think i need that back can't do it like that no one else gon' get it like that so why argue you yell but cha take me back who cares when it feels like crack boy ya know that you always do it right  pre man fuck yo pride just take it on back boy take it on back boy take it back all night just take it on back take it on back mmm do what cha gotta do keep me up all night hurtin' vibe man it hurts inside when i look you in yo eye   what are you willing to do oh tell me what youre willing to do kiss it kiss it better baby oh what are you willing to do oh tell me what youre willing to do kiss it kiss it better baby   been waitin' on that sunshine boy i think i need that back can't do it like that no one else gon' get it like that so why argue you here here to take me back who cares when it feels like crack boy ya know that you always do it right  pre man fuck yo pride just take it on back boy take it on back boy take it back all night just take it on back take it on back mmm do what cha gotta do keep me up all night hurtin' vibe man it hurts inside when i look you in yo eye   what are you willing to do oh tell me what youre willing to do kiss it kiss it better baby oh what are you willing to do oh tell me what youre willing to do kiss it kiss it better baby   ive been waitin' up all night baby tell me whats wrong you're gonna make it right make it all night long ive been waiting up all night baby tell me whats wrong going to make it right make it all night long  pre man fuck yo pride just take it on back boy take it on back boy take it back all night just take it on back take it on back mmm do what cha gotta do keep me up all night hurtin' vibe man it hurts inside when i look you in yo eye   what are you willing to do oh tell me what youre willing to do kiss it kiss it better baby oh what are you willing to do oh tell me what youre willing to do kiss it kiss it better baby what are you willing to do oh tell me what youre willing to do kiss it kiss it better baby oh what are you willing to do oh tell me what youre willing to do kiss it kiss it better baby   kiss it kiss it better baby kiss it kiss it better baby,2016,4
Rihanna,Sex with Me,ANTI,1/28/2016,sex with me so amazing all this all hard work no vacation stay up off my instagram pure temptation hit a switch on a fake nigga like a station sex with me so amazing sex with me so amazing   vodka and water and a lemon and a few other things i cannot mention ohnananana five fingers on it five fingers hit it like you own it ima hit it like im on it straight shots of the blue dot shots shots shots shots baby ima pick your  poison ohwe ahyeah you gon need it im off that lala ima get it wet like jacuzzi ahyea    and sex with me so amazing all this all hard work no vacation stay up off my instagram pure temptation sex with me sex with me sex with me so amazing so amazing mmmm   you know i got the sauce sauce you know im saucy and its always wet a bitch never ever had to use lip gloss on it ima need you deeper than six it's not a coffin were not making love tryna get nasty wrap up your drugs come make me happy sex with me is amazing with her itll feel alright the sex doesnt get any better make it long let it be all night i know i know i make it hard to let go tonight all night im monroe even if im alone   sex with me so amazing all this all hard work no vacation stay up off my instagram pure temptation hit a switch on a fake nigga like a station sex with me sex with me sex with me so amazing so amazing mmmm   sex with me so amazing sex with me so amazing this is the best there is,2016,5
Rihanna,Bitch Better Have My Money,,3/26/2015,yayo yayo mulala yayo   bitch better have my money y'all should know me well enough bitch better have my money please don't call me on my bluff pay me what you owe me ballin' bigger than lebron bitch give me your money who y'all think y'all frontin' on like bra bra bra  refrain louis xiii and it's all on me nigga you just bought a shot kamikaze if you think that you gon' knock me off the top shit your wife in the backseat of my brand new foreign car don't act like you forgot i call the shots shots shots like bra bra bra pay me what you owe don't act like you forgot   bitch better have my money bitch better have my money pay me what you owe me bitch better have my bitch better have my bitch better have my bitch better have my bitch better have my money   turn up to rihanna while the whole club fuckin' wasted every time i drop i am the only thing y'all playin' in a drop top doin' hundred y'all in my rearview mirror racin' where y'all at where y'all at where y'all at like bra bra bra  refrain louis xiii and it's all on me nigga you just bought a shot kamikaze if you think that you gon' knock me off the top shit your wife in the backseat of my brand new foreign car don't act like you forgot i call the shots shots shots like bra bra bra pay me what you owe me don't act like you forgot   bitch better have my money bitch better have my money pay me what you owe me bitch better have my bitch better have my bitch better have my bitch better have my bitch better have my money bitch better have my money bitch better have my money pay me what you owe me bitch better have my bitch better have my bitch better have my bitch better have my bitch better have my money   bitch better have my money bitch better have my money bitch bitch bitch better have my money yo that bitch better have my money hold up my money yo my money that bitch better have my money bitch better have my money  produced by deputy coproduced by kanye west additional production by travis scott and wondagurl,2015,6
Rihanna,Consideration,ANTI,1/28/2016,rihanna i came fluttering in from neverland time can never stop me no no no no i know you've tried to i came riding in on a pale white horse handing out highs to less fortunate i do advise you run it back run it on back when you breaking it down for me cause i can't hear you two times run it on back will it ever make sense to me   rihanna i got to do things my own way darling will you ever let me will you ever respect me no do things my own way darling you should just let me why you ain't ever let me grow  post sza when i look outside my window i can't get no piece of mind when i look outside my window i can't get no peace of mind   rihanna let me cover your shit in glitter i could make it gold gold heard you tryna sell your soul baby word on the street you run it low lately i needed you to please give my reflection a break from the face its seeing now ooh darling gahhlee would you mind giving my reflection a break from the pain its feeling now   rihanna  sza i got to do things my own way darling you should just let me will you ever respect me no do things my own way darling you should just let me why you ain't ever let me grow  post sza when i look outside my window i can't get no piece of mind when i look outside my window i can't get no peace of mind   sza rihanna get no piece get no peace get get getting no peace can't get no peace get ggget no peace oh,2016,7
Rihanna,Diamonds,Unapologetic,9/27/2012,shine bright like a diamond shine bright like a diamond   find light in the beautiful sea i choose to be happy you and i you and i we're like diamonds in the sky you're a shooting star i see a vision of ecstasy when you hold me i'm alive we're like diamonds in the sky  pre i knew that we'd become one right away oh right away at first sight i felt the energy of sun rays i saw the life inside your eyes   so shine bright tonight you and i we're beautiful like diamonds in the sky eye to eye so alive we're beautiful like diamonds in the sky  post shine bright like a diamond woah shine bright like a diamond woah shinin' bright like a diamond we're beautiful like diamonds in the sky shine bright like a diamond woah shine bright like a diamond woah shinin' bright like a diamond we're beautiful like diamonds in the sky   palms rise to the unias we moonshine and molly feel the warmth we'll never die we're like diamonds in the sky you're a shooting star i see a vision of ecstasy when you hold me i'm alive we're like diamonds in the sky  pre at first sight i felt the energy of sun rays i saw the life inside your eyes   so shine bright tonight you and i we're beautiful like diamonds in the sky eye to eye so alive we're beautiful like diamonds in the sky  post shine bright like a diamond woah shine bright like a diamond woah shinin' bright like a diamond we're beautiful like diamonds in the sky shine bright like a diamond woah shine bright like a diamond woah shinin' bright like a diamond we're beautiful like diamonds in the sky   shine bright like a diamond shine bright like a diamond shine bright like a diamond   so shine bright tonight you and i we're beautiful like diamonds in the sky eye to eye so alive we're beautiful like diamonds in the sky   shine bright like a diamond woah shine bright like a diamond woah shine bright like a diamond ohoh yeah shine bright like a diamond woah shine bright like a diamond woah shine bright like a diamond shine bright like a diamond,2012,8
Rihanna,Desperado,ANTI,1/28/2016,desperado sittin' in an old monte carlo a man whose heart is hollow mhm take it easy i'm not tryna go against yuh actually i'm goin' witcha  pre gotta get up out of here and yuh ain't leavin' me behind i know you won't cause we share common interests you need me there ain't no leaving me behind never no no i just want outta here yeah once i'm gone aint no going back   if you want we can be runaways running from any sight of love yeah yeah there aint nothin' there ain't nothin' here for me there ain't nothin' here for me anymore but i don't wanna be alone   desperado sitting on your ole' monte carlo we've both had our hearts broke unh hunh take it easy i'm not tryna go against yuh i can be a lone wolf witcha  pre gotta get up out of here and you ain't leaving me behind i know you won't cause we share common interests you need me there ain't no leaving me behind never no no both want outta here yeah once we're gone aint no going back   if you want we can be runaways running from any sight of love yeah yeah there aint nothin' there ain't nothin' here for me there ain't nothin' here for me anymore but i don't wanna be alone   dear desperado yeah i don't wanna be alone dear desperado yeah i don't wanna be alone   if you want we can be runaways running from any sight of love yeah yeah there aint nothin' there ain't nothin' here for me there ain't nothin' here for me anymore but i don't wanna be alone   yeahyeahah yeahyeahah yeahyeahah yeahyeahah yeahyeahah yeahyeahah,2016,9
